,0,1
181,3782.wav,1.938293695449829
182,1720.wav,1.9540640115737915
183,0616.wav,1.9349877834320068
184,0883.wav,1.9275323152542114
185,2588.wav,1.9138133525848389
186,0815.wav,1.9135372638702393
187,1304.wav,1.9057395458221436
188,0713.wav,1.9156650304794312
189,1322.wav,1.9158244132995605
190,0236.wav,1.9257999658584595
191,0064.wav,1.9092400074005127
192,1456.wav,1.9160192012786865
193,2851.wav,1.9243764877319336
194,1518.wav,1.9253069162368774
195,0667.wav,1.937720537185669
196,0221.wav,1.9458868503570557
197,2450.wav,1.9198979139328003
198,0401.wav,1.8942575454711914
199,2493.wav,1.9399325847625732
200,0194.wav,1.9179308414459229
201,2853.wav,1.9050121307373047
202,3365.wav,1.9216415882110596
203,3436.wav,1.9305877685546875
204,2642.wav,1.9205715656280518
205,3333.wav,1.936218500137329
206,1364.wav,1.9040607213974
207,1972.wav,1.9072115421295166
208,2609.wav,1.899155855178833
209,2761.wav,1.9151862859725952
210,3125.wav,1.949735403060913
211,0731.wav,1.9267784357070923
212,0111.wav,1.915130615234375
213,1235.wav,1.9594275951385498
214,1818.wav,1.947812557220459
215,1588.wav,1.9328174591064453
216,2967.wav,1.9574589729309082
217,3478.wav,1.947633981704712
218,2346.wav,1.9292078018188477
219,2678.wav,1.9226057529449463
220,1359.wav,1.921504259109497
221,2226.wav,1.920569658279419
222,3048.wav,1.9087517261505127
223,2035.wav,1.9400283098220825
224,2923.wav,1.929179072380066
225,3259.wav,1.931952714920044
226,2291.wav,1.9395182132720947
227,0776.wav,1.9228804111480713
228,1515.wav,1.908348560333252
229,1614.wav,1.9298367500305176
230,1576.wav,1.916597604751587
231,1380.wav,1.9251046180725098
232,1789.wav,1.9234920740127563
233,3452.wav,1.8892066478729248
234,0525.wav,1.9509010314941406
235,2688.wav,1.957440972328186
236,1469.wav,1.9255120754241943
237,2173.wav,1.8924195766448975
238,0085.wav,1.9246671199798584
239,3799.wav,1.9647595882415771
240,2829.wav,1.9162003993988037
241,1768.wav,1.9270050525665283
242,2785.wav,1.914986252784729
243,2076.wav,1.9106268882751465
244,3904.wav,1.922349452972412
245,0374.wav,1.9428268671035767
246,0353.wav,1.9037253856658936
247,2194.wav,1.9392194747924805
248,1553.wav,1.8939615488052368
249,1746.wav,1.922156810760498
250,0189.wav,1.916977047920227
251,3786.wav,1.9125194549560547
252,3404.wav,1.9063884019851685
253,1788.wav,1.9447968006134033
254,2604.wav,1.91243577003479
255,2686.wav,1.924729585647583
256,1577.wav,1.933870553970337
257,1964.wav,1.9098879098892212
258,1594.wav,1.9170143604278564
259,3815.wav,1.9254670143127441
260,3187.wav,1.9414384365081787
261,3198.wav,1.9467060565948486
262,0398.wav,1.9329439401626587
263,2752.wav,1.9173496961593628
264,1543.wav,1.9138741493225098
265,0287.wav,1.9255828857421875
266,3788.wav,1.9119582176208496
267,2877.wav,1.9303154945373535
268,1327.wav,1.9456835985183716
269,0845.wav,1.9276552200317383
270,2310.wav,1.9212054014205933
271,1645.wav,1.8946813344955444
272,1030.wav,1.940584421157837
273,3453.wav,1.9106829166412354
274,0342.wav,1.9230270385742188
275,2121.wav,1.93538236618042
276,1848.wav,1.9180024862289429
277,1780.wav,1.920830488204956
278,0691.wav,1.9364659786224365
279,2732.wav,1.8867449760437012
280,0736.wav,1.9202930927276611
281,1929.wav,1.9344137907028198
282,1579.wav,1.9461671113967896
283,0081.wav,1.9053730964660645
284,1142.wav,1.9434236288070679
285,0918.wav,1.940213680267334
286,3607.wav,1.9095110893249512
287,2181.wav,1.9460787773132324
288,3327.wav,1.962456464767456
289,3315.wav,1.9171189069747925
290,1689.wav,1.923485517501831
291,2371.wav,1.939186930656433
292,3398.wav,1.9205045700073242
293,3923.wav,1.9279651641845703
294,0552.wav,1.8865997791290283
295,0076.wav,1.922538161277771
296,2627.wav,1.9106653928756714
297,3622.wav,1.9151713848114014
298,1109.wav,1.9074031114578247
299,0176.wav,1.9438852071762085
300,3713.wav,1.9007948637008667
301,2505.wav,1.9029808044433594
302,0744.wav,1.9396058320999146
303,3720.wav,1.9246070384979248
304,1736.wav,1.9085314273834229
305,3683.wav,1.938023328781128
306,1871.wav,1.9493656158447266
307,1365.wav,1.9670014381408691
308,1691.wav,1.919133186340332
309,1742.wav,1.9154424667358398
310,1675.wav,1.93497896194458
311,3470.wav,1.9183402061462402
312,3569.wav,1.9275128841400146
313,3781.wav,1.921502947807312
314,0896.wav,1.917670726776123
315,2845.wav,1.9232888221740723
316,2579.wav,1.9209907054901123
317,0927.wav,1.9028255939483643
318,0861.wav,1.9240460395812988
319,3192.wav,1.9208159446716309
320,1338.wav,1.918548822402954
321,0730.wav,1.910008430480957
322,0599.wav,1.950669288635254
323,3001.wav,1.885291576385498
324,2211.wav,1.9176957607269287
325,2939.wav,1.9034998416900635
326,3119.wav,1.9235424995422363
327,0799.wav,1.9239933490753174
328,0581.wav,1.9307231903076172
329,3900.wav,1.9022928476333618
330,3907.wav,1.924730658531189
331,2166.wav,1.9238107204437256
332,0650.wav,1.8978934288024902
333,3378.wav,1.9584763050079346
334,3264.wav,1.9030145406723022
335,3628.wav,1.9323773384094238
336,0563.wav,1.9119517803192139
337,1649.wav,1.9237529039382935
338,2500.wav,1.9027960300445557
339,1889.wav,1.9354896545410156
340,3738.wav,1.932964563369751
341,0220.wav,1.9272654056549072
342,0729.wav,1.9149142503738403
343,0985.wav,1.933830738067627
344,0072.wav,1.940287470817566
345,0757.wav,1.9236942529678345
346,1952.wav,1.908437728881836
347,1072.wav,1.931686520576477
348,0275.wav,1.9263896942138672
349,3471.wav,1.9213824272155762
350,0931.wav,1.94694185256958
351,1906.wav,1.8942328691482544
352,3491.wav,1.9450485706329346
353,0557.wav,1.8991577625274658
354,3842.wav,1.913802981376648
355,0510.wav,1.9132426977157593
356,0973.wav,1.895583987236023
357,3647.wav,1.9155824184417725
358,0822.wav,1.9263185262680054
359,1872.wav,1.9239073991775513
360,2768.wav,1.9145880937576294
361,0341.wav,1.933717966079712
362,0764.wav,1.9078832864761353
363,2317.wav,1.937513828277588
364,1719.wav,1.943368673324585
365,1879.wav,1.9370043277740479
366,2825.wav,1.9640229940414429
367,0056.wav,1.904308795928955
368,3528.wav,1.896711826324463
369,2047.wav,1.9397739171981812
370,3611.wav,1.915543794631958
371,3652.wav,1.9133529663085938
372,1234.wav,1.9194538593292236
373,3764.wav,1.9282958507537842
374,1953.wav,1.9068561792373657
375,0399.wav,1.946384310722351
376,1110.wav,1.9021720886230469
377,1076.wav,1.9143146276474
378,3252.wav,1.908900499343872
379,0208.wav,1.9243309497833252
380,0102.wav,1.8924592733383179
381,3885.wav,1.8919010162353516
382,3757.wav,1.9149181842803955
383,0699.wav,1.9230284690856934
384,0605.wav,1.8925644159317017
385,1297.wav,1.9290517568588257
386,2469.wav,1.8975282907485962
387,1527.wav,1.9214212894439697
388,3579.wav,1.88661527633667
389,0154.wav,1.9277015924453735
390,3046.wav,1.9348158836364746
391,0651.wav,1.9163405895233154
392,0281.wav,1.9578791856765747
393,0177.wav,1.9281367063522339
394,2418.wav,1.932715892791748
395,0202.wav,1.8938987255096436
396,1584.wav,1.9414514303207397
397,1758.wav,1.9129314422607422
398,1000.wav,1.9026168584823608
399,3806.wav,1.9221216440200806
400,3088.wav,1.9110372066497803
401,2045.wav,1.9336068630218506
402,0538.wav,1.9534872770309448
403,0908.wav,1.9024736881256104
404,2040.wav,1.953451156616211
405,1182.wav,1.9131503105163574
406,1344.wav,1.9121758937835693
407,0615.wav,1.926706314086914
408,1497.wav,1.948765754699707
409,3553.wav,1.8810691833496094
410,1549.wav,1.9240933656692505
411,3962.wav,1.9138027429580688
412,0824.wav,1.9417154788970947
413,0423.wav,1.9499640464782715
414,3132.wav,1.9249014854431152
415,1169.wav,1.9475921392440796
416,2524.wav,1.9223657846450806
417,1185.wav,1.9533987045288086
418,3835.wav,1.9053573608398438
419,2886.wav,1.928080677986145
420,2783.wav,1.9341379404067993
421,2816.wav,1.958650827407837
422,1992.wav,1.9408864974975586
423,3440.wav,1.9225809574127197
424,1877.wav,1.9353041648864746
425,3203.wav,1.920242190361023
426,2332.wav,1.9564924240112305
427,0346.wav,1.922912359237671
428,1195.wav,1.9251205921173096
429,3424.wav,1.9202163219451904
430,1027.wav,1.9361281394958496
431,0674.wav,1.9419746398925781
432,1193.wav,1.9168239831924438
433,0675.wav,1.9334473609924316
434,1184.wav,1.921626329421997
435,2625.wav,1.9378674030303955
436,0619.wav,1.9540611505508423
437,0114.wav,1.905146837234497
438,1509.wav,1.9091664552688599
439,3063.wav,1.9086158275604248
440,0854.wav,1.908232569694519
441,3135.wav,1.9054259061813354
442,3094.wav,1.9416983127593994
443,1793.wav,1.9390385150909424
444,2597.wav,1.9188395738601685
445,0485.wav,1.9538154602050781
446,3678.wav,1.9272375106811523
447,3626.wav,1.902936339378357
448,3490.wav,1.9136701822280884
449,0466.wav,1.8873311281204224
450,3774.wav,1.937411904335022
451,0498.wav,1.9237229824066162
452,3486.wav,1.9634233713150024
453,1697.wav,1.9472492933273315
454,3205.wav,1.912764310836792
455,1884.wav,1.9446368217468262
456,0338.wav,1.9241880178451538
457,3360.wav,1.9118454456329346
458,3173.wav,1.9365665912628174
459,2973.wav,1.9397015571594238
460,2757.wav,1.924478530883789
461,0455.wav,1.895120620727539
462,3795.wav,1.9330415725708008
463,1956.wav,1.920370101928711
464,3612.wav,1.9221417903900146
465,3537.wav,1.9077270030975342
466,2331.wav,1.9494538307189941
467,2717.wav,1.9366236925125122
468,0598.wav,1.9407531023025513
469,1778.wav,1.9475312232971191
470,1478.wav,1.9352295398712158
471,1383.wav,1.9429709911346436
472,1133.wav,1.9588534832000732
473,0213.wav,1.8960623741149902
474,1079.wav,1.9319071769714355
475,2182.wav,1.9317057132720947
476,2308.wav,1.9087110757827759
477,0843.wav,1.9339834451675415
478,0406.wav,1.893852949142456
479,2956.wav,1.918898344039917
480,1752.wav,1.913892388343811
481,2335.wav,1.8858277797698975
482,0727.wav,1.9323959350585938
483,1416.wav,1.9031987190246582
484,0467.wav,1.9548124074935913
485,0026.wav,1.944382905960083
486,0603.wav,1.916130781173706
487,1647.wav,1.9411835670471191
488,2650.wav,1.9071462154388428
489,2745.wav,1.9110242128372192
490,2614.wav,1.8955318927764893
491,3464.wav,1.9189138412475586
492,2009.wav,1.9134950637817383
493,1317.wav,1.9038081169128418
494,2287.wav,1.9390678405761719
495,2423.wav,1.9000104665756226
496,2362.wav,1.9075539112091064
497,3661.wav,1.9164365530014038
498,3291.wav,1.907148838043213
499,1923.wav,1.9396647214889526
500,1118.wav,1.9165966510772705
501,1477.wav,1.918955683708191
502,1381.wav,1.9452018737792969
503,1550.wav,1.909665822982788
504,0232.wav,1.9426612854003906
505,2508.wav,1.9268031120300293
506,2696.wav,1.937050700187683
507,0410.wav,1.9157421588897705
508,1838.wav,1.9477975368499756
509,1626.wav,1.9186763763427734
510,0308.wav,1.9086943864822388
511,0614.wav,1.908995509147644
512,2748.wav,1.917628526687622
513,0723.wav,1.903444766998291
514,3496.wav,1.9164507389068604
515,0373.wav,1.9421488046646118
516,0066.wav,1.9428822994232178
517,2542.wav,1.9360296726226807
518,2103.wav,1.922851800918579
519,3459.wav,1.9151691198349
520,0019.wav,1.9322154521942139
521,1325.wav,1.923635721206665
522,1603.wav,1.9402610063552856
523,0319.wav,1.955195426940918
524,0915.wav,1.9258499145507812
525,3095.wav,1.9354826211929321
526,1829.wav,1.9511066675186157
527,3933.wav,1.9508476257324219
528,1908.wav,1.910324215888977
529,1927.wav,1.9019790887832642
530,0053.wav,1.9242627620697021
531,1004.wav,1.8995476961135864
532,0842.wav,1.9167354106903076
533,3338.wav,1.927931547164917
534,3049.wav,1.932011604309082
535,3864.wav,1.882283091545105
536,3715.wav,1.9031890630722046
537,2906.wav,1.937081217765808
538,1695.wav,1.924668788909912
539,3966.wav,1.941791296005249
540,0370.wav,1.9260601997375488
541,0107.wav,1.8948084115982056
542,3876.wav,1.93184232711792
543,2170.wav,1.9060697555541992
544,0794.wav,1.9368865489959717
545,2359.wav,1.907515048980713
546,2074.wav,1.9105961322784424
547,0153.wav,1.9097681045532227
548,1747.wav,1.923128366470337
549,0739.wav,1.9345508813858032
550,3653.wav,1.9170122146606445
551,3184.wav,1.9185678958892822
552,0938.wav,1.9304542541503906
553,0152.wav,1.8958382606506348
554,1673.wav,1.9448788166046143
555,1433.wav,1.9065613746643066
556,0974.wav,1.9278144836425781
557,3836.wav,1.9385125637054443
558,1462.wav,1.9048222303390503
559,2454.wav,1.9400148391723633
560,1099.wav,1.9520392417907715
561,2284.wav,1.9361127614974976
562,2774.wav,1.9081828594207764
563,3600.wav,1.921607255935669
564,2526.wav,1.91768479347229
565,2943.wav,1.911332368850708
566,0898.wav,1.9300239086151123
567,2833.wav,1.9164223670959473
568,3903.wav,1.8886122703552246
569,1349.wav,1.9268817901611328
570,2323.wav,1.9033204317092896
571,3667.wav,1.8997631072998047
572,1175.wav,1.935001254081726
573,3847.wav,1.9330233335494995
574,3190.wav,1.93147611618042
575,0708.wav,1.9009532928466797
576,2664.wav,1.946592092514038
577,2044.wav,1.9138243198394775
578,2815.wav,1.9007561206817627
579,2344.wav,1.9419279098510742
580,1102.wav,1.9002784490585327
581,1624.wav,1.9304074048995972
582,1915.wav,1.9473216533660889
583,1516.wav,1.933678150177002
584,0823.wav,1.9358105659484863
585,3895.wav,1.9149168729782104
586,3975.wav,1.9366815090179443
587,2867.wav,1.9053666591644287
588,2602.wav,1.9375228881835938
589,1498.wav,1.9387736320495605
590,1852.wav,1.9024977684020996
591,3197.wav,1.9460370540618896
592,3722.wav,1.9240213632583618
593,2668.wav,1.9213277101516724
594,0170.wav,1.9396318197250366
595,2592.wav,1.9268172979354858
596,0769.wav,1.9281915426254272
597,1701.wav,1.9058982133865356
598,0805.wav,1.8746049404144287
599,3041.wav,1.966173529624939
600,2260.wav,1.914254903793335
601,0734.wav,1.9322212934494019
602,3260.wav,1.915173888206482
603,2241.wav,1.9340770244598389
604,3852.wav,1.8895692825317383
605,1483.wav,1.9349169731140137
606,3504.wav,1.9126135110855103
607,2874.wav,1.9280483722686768
608,2375.wav,1.9488465785980225
609,0800.wav,1.9023418426513672
610,2925.wav,1.9494515657424927
611,0337.wav,1.942314863204956
612,1258.wav,1.9415490627288818
613,3578.wav,1.9347786903381348
614,1499.wav,1.9299196004867554
615,1725.wav,1.928614854812622
616,1710.wav,1.8971890211105347
617,3408.wav,1.9038443565368652
618,2190.wav,1.9136672019958496
619,0899.wav,1.9336000680923462
620,1033.wav,1.9406750202178955
621,0246.wav,1.9152874946594238
622,1959.wav,1.9166088104248047
623,2162.wav,1.9234074354171753
624,3924.wav,1.9283132553100586
625,3303.wav,1.9357064962387085
626,2580.wav,1.927565097808838
627,0288.wav,1.9185090065002441
628,2756.wav,1.9398305416107178
629,3534.wav,1.9099256992340088
630,3886.wav,1.9103834629058838
631,3868.wav,1.9198110103607178
632,2549.wav,1.9321472644805908
633,1919.wav,1.9281916618347168
634,3986.wav,1.942779302597046
635,2473.wav,1.9179863929748535
636,1162.wav,1.8961386680603027
637,2827.wav,1.923417091369629
638,2021.wav,1.9466373920440674
639,2240.wav,1.9809333086013794
640,3728.wav,1.9065937995910645
641,1761.wav,1.9144518375396729
642,3234.wav,1.9516234397888184
643,3170.wav,1.9680283069610596
644,0238.wav,1.9334046840667725
645,0044.wav,1.9171534776687622
646,0126.wav,1.9570106267929077
647,2842.wav,1.928114652633667
648,2238.wav,1.9437134265899658
649,1409.wav,1.9072978496551514
650,3168.wav,1.9154852628707886
651,3364.wav,1.9153234958648682
652,0613.wav,1.9148813486099243
653,0639.wav,1.9755511283874512
654,1263.wav,1.8921432495117188
655,3344.wav,1.9215072393417358
656,0327.wav,1.9342896938323975
657,3224.wav,1.94314444065094
658,1021.wav,1.9405291080474854
659,1554.wav,1.9311070442199707
660,0453.wav,1.9048411846160889
661,0441.wav,1.9310920238494873
662,3998.wav,1.9024561643600464
663,1426.wav,1.9379541873931885
664,2261.wav,1.9303653240203857
665,2319.wav,1.9224224090576172
666,0711.wav,1.914903998374939
667,0478.wav,1.9450441598892212
668,3717.wav,1.9120558500289917
669,3076.wav,1.947593092918396
670,0600.wav,1.9131255149841309
671,2042.wav,1.926113486289978
672,0190.wav,1.9120210409164429
673,0698.wav,1.942236304283142
674,0412.wav,1.9061763286590576
675,3825.wav,1.917198657989502
676,2900.wav,1.9173858165740967
677,1360.wav,1.8891730308532715
678,2921.wav,1.8854835033416748
679,3805.wav,1.912218689918518
680,1521.wav,1.9077295064926147
681,0196.wav,1.9195895195007324
682,3791.wav,1.914290428161621
683,3506.wav,1.8960020542144775
684,0276.wav,1.949756383895874
685,0966.wav,1.9230003356933594
686,1036.wav,1.9308648109436035
687,0807.wav,1.9049863815307617
688,1985.wav,1.9071500301361084
689,3458.wav,1.9040558338165283
690,2227.wav,1.9114983081817627
691,3902.wav,1.9090019464492798
692,0369.wav,1.9469139575958252
693,2169.wav,1.9538590908050537
694,3648.wav,1.9445778131484985
695,3870.wav,1.923453450202942
696,3677.wav,1.935658574104309
697,1122.wav,1.9092199802398682
698,3967.wav,1.9315409660339355
699,3958.wav,1.9248275756835938
700,3220.wav,1.9512320756912231
701,2298.wav,1.9495458602905273
702,1408.wav,1.8997753858566284
703,3698.wav,1.9163405895233154
704,0491.wav,1.9189692735671997
705,2093.wav,1.9133244752883911
706,3427.wav,1.895234227180481
707,1779.wav,1.9554214477539062
708,1086.wav,1.945285439491272
709,0354.wav,1.891922116279602
710,3487.wav,1.9407463073730469
711,3265.wav,1.947192907333374
712,0866.wav,1.9223639965057373
713,2341.wav,1.9161688089370728
714,0059.wav,1.911736249923706
715,2556.wav,1.9142791032791138
716,1094.wav,1.9125416278839111
717,0379.wav,1.9200339317321777
718,1881.wav,1.932448387145996
719,2669.wav,1.9483133554458618
720,2575.wav,1.9256622791290283
721,2661.wav,1.9080270528793335
722,2744.wav,1.9312628507614136
723,3056.wav,1.9263291358947754
724,2440.wav,1.936939001083374
725,3972.wav,1.9324977397918701
726,2467.wav,1.9205639362335205
727,2488.wav,1.8992273807525635
728,1910.wav,1.9004764556884766
729,0333.wav,1.9121472835540771
730,0991.wav,1.922025203704834
731,2873.wav,1.9256548881530762
732,0300.wav,1.9314848184585571
733,1825.wav,1.9347482919692993
734,3455.wav,1.9306201934814453
735,0278.wav,1.9470020532608032
736,2089.wav,1.9225049018859863
737,0669.wav,1.9466216564178467
738,0926.wav,1.9265177249908447
739,3874.wav,1.937087893486023
740,1435.wav,1.9021729230880737
741,1152.wav,1.8979270458221436
742,2458.wav,1.9163658618927002
743,3783.wav,1.9097669124603271
744,0479.wav,1.9503005743026733
745,2606.wav,1.924987554550171
746,2452.wav,1.9065945148468018
747,1914.wav,1.9014784097671509
748,3637.wav,1.9472904205322266
749,1105.wav,1.8907471895217896
750,1524.wav,1.923675537109375
751,0492.wav,1.905432939529419
752,1965.wav,1.9641177654266357
753,3681.wav,1.9035329818725586
754,3137.wav,1.9250106811523438
755,0266.wav,1.9376378059387207
756,3938.wav,1.9297088384628296
757,3830.wav,1.9060850143432617
758,3269.wav,1.9346734285354614
759,1013.wav,1.9426430463790894
760,1391.wav,1.9217860698699951
761,2795.wav,1.940232276916504
762,2007.wav,1.9196683168411255
763,1165.wav,1.9540133476257324
764,2883.wav,1.9380518198013306
765,1459.wav,1.9063620567321777
766,2667.wav,1.954942226409912
767,1559.wav,1.9142701625823975
768,3304.wav,1.9249687194824219
769,1242.wav,1.9336457252502441
770,1609.wav,1.903863549232483
771,1901.wav,1.9020518064498901
772,3422.wav,1.9150488376617432
773,1563.wav,1.9062237739562988
774,1669.wav,1.9333279132843018
775,3191.wav,1.9274070262908936
776,3935.wav,1.9195420742034912
777,2224.wav,1.9136627912521362
778,0780.wav,1.9263627529144287
779,2691.wav,1.954916000366211
780,2834.wav,1.929762840270996
781,0284.wav,1.931444525718689
782,1283.wav,1.9354095458984375
783,3503.wav,1.913461446762085
784,3374.wav,1.9182355403900146
785,3771.wav,1.9390761852264404
786,1502.wav,1.912023663520813
787,0360.wav,1.9428033828735352
788,0100.wav,1.8964920043945312
789,3027.wav,1.9580737352371216
790,1831.wav,1.9087903499603271
791,2689.wav,1.9337825775146484
792,1716.wav,1.9391276836395264
793,1077.wav,1.938529133796692
794,0778.wav,1.90353262424469
795,0949.wav,1.9113481044769287
796,2125.wav,1.9224262237548828
797,2534.wav,1.9051947593688965
798,3522.wav,1.90137779712677
799,0084.wav,1.9422197341918945
800,1862.wav,1.8884490728378296
801,0835.wav,1.914684534072876
802,0482.wav,1.9114152193069458
803,2385.wav,1.9433780908584595
804,0762.wav,1.8745276927947998
805,3614.wav,1.933569312095642
806,0513.wav,1.9162132740020752
807,2989.wav,1.9317214488983154
808,1723.wav,1.9377257823944092
809,0418.wav,1.9104387760162354
810,3339.wav,1.9248851537704468
811,0212.wav,1.8940584659576416
812,2039.wav,1.945479393005371
813,0229.wav,1.9382693767547607
814,3207.wav,1.9195632934570312
815,3695.wav,1.9428800344467163
816,1261.wav,1.8922836780548096
817,0508.wav,1.9041012525558472
818,1996.wav,1.942060947418213
819,0182.wav,1.9309529066085815
820,3460.wav,1.9270645380020142
821,1663.wav,1.9096472263336182
822,3706.wav,1.9172120094299316
823,1724.wav,1.9278292655944824
824,1307.wav,1.906631588935852
825,1068.wav,1.9257667064666748
826,2767.wav,1.8998496532440186
827,2978.wav,1.9477462768554688
828,3942.wav,1.9468764066696167
829,3541.wav,1.9819931983947754
830,1556.wav,1.8900339603424072
831,3690.wav,1.9504098892211914
832,2445.wav,1.9080908298492432
